Date,Instrument,Expiry,Option Type,Strike Price,Open,High,Low,Close,Settlement Price,Open Interest,No. of Contracts,Value (Rs. lakhs)
10-Aug-09,FUTCUR,27-Aug-09,-,-,47.8175,47.955,47.71,47.895,47.895,"336,305","862,730","412,874"
11-Aug-09,FUTCUR,27-Aug-09,-,-,47.9725,48.0975,47.9475,48.065,48.065,"367,267","867,197","416,544"
12-Aug-09,FUTCUR,27-Aug-09,-,-,48.15,48.555,48.15,48.3625,48.3625,"420,341","1,050,052","507,976"
13-Aug-09,FUTCUR,27-Aug-09,-,-,48.2125,48.2525,48.09,48.125,48.125,"435,976","782,215","376,777"
14-Aug-09,FUTCUR,27-Aug-09,-,-,48.19,48.39,48.19,48.2825,48.2825,"438,906","702,170","339,301"
17-Aug-09,FUTCUR,27-Aug-09,-,-,48.5525,49.01,48.5475,48.9675,48.9675,"395,875","996,707","486,132"
18-Aug-09,FUTCUR,27-Aug-09,-,-,48.91,49,48.6825,48.7875,48.7875,"321,345","966,218","471,416"
20-Aug-09,FUTCUR,27-Aug-09,-,-,48.77,48.825,48.625,48.715,48.715,"311,232","811,462","395,180"
21-Aug-09,FUTCUR,27-Aug-09,-,-,48.7,48.8925,48.5825,48.635,48.635,"295,773","941,390","458,666"
24-Aug-09,FUTCUR,27-Aug-09,-,-,48.54,48.665,48.4125,48.6275,48.6275,"330,777","817,947","396,904"
25-Aug-09,FUTCUR,27-Aug-09,-,-,48.76,48.8575,48.7,48.7925,48.7925,"260,788","980,435","478,248"
26-Aug-09,FUTCUR,27-Aug-09,-,-,48.78,48.945,48.74,48.9075,48.9075,"196,085","852,601","416,299"
27-Aug-09,FUTCUR,27-Aug-09,-,-,49.0575,49.0575,48.935,48.9875,48.98,"147,248","296,242","145,111"
28-Aug-09,FUTCUR,28-Sep-09,-,-,48.915,48.95,48.7325,48.7575,48.7575,"351,729","810,505","395,936"
31-Aug-09,FUTCUR,28-Sep-09,-,-,48.8975,49,48.8325,48.9425,48.9425,"331,652","820,342","401,404"
01-Sep-09,FUTCUR,28-Sep-09,-,-,48.85,49.1175,48.755,49.095,49.095,"358,978","896,175","438,466"
02-Sep-09,FUTCUR,28-Sep-09,-,-,49.25,49.285,49.015,49.0425,49.0425,"357,599","992,456","487,522"
03-Sep-09,FUTCUR,28-Sep-09,-,-,48.955,49.0325,48.865,48.97,48.97,"355,030","787,215","385,422"
04-Sep-09,FUTCUR,28-Sep-09,-,-,49.0725,49.0725,48.8575,48.935,48.935,"330,467","815,856","399,159"
07-Sep-09,FUTCUR,28-Sep-09,-,-,48.85,48.85,48.6975,48.73,48.73,"302,206","662,851","323,299"
08-Sep-09,FUTCUR,28-Sep-09,-,-,48.65,48.725,48.5225,48.5425,48.5425,"291,883","1,148,320","558,604"
09-Sep-09,FUTCUR,28-Sep-09,-,-,48.565,48.635,48.5025,48.555,48.555,"258,897","981,752","476,836"
10-Sep-09,FUTCUR,28-Sep-09,-,-,48.4625,48.7,48.3275,48.68,48.68,"268,523","924,643","448,435"
11-Sep-09,FUTCUR,28-Sep-09,-,-,48.33,48.6525,48.33,48.525,48.525,"267,553","1,005,900","488,269"
14-Sep-09,FUTCUR,28-Sep-09,-,-,48.68,48.84,48.62,48.7925,48.7925,"257,081","945,366","460,907"
15-Sep-09,FUTCUR,28-Sep-09,-,-,48.7,48.7325,48.5775,48.6525,48.6525,"265,937","1,045,154","508,443"
16-Sep-09,FUTCUR,28-Sep-09,-,-,48.4975,48.51,48.2425,48.3,48.3,"283,905","1,260,349","609,638"
17-Sep-09,FUTCUR,28-Sep-09,-,-,48.21,48.2175,47.975,48.1875,48.1875,"283,215","1,425,714","685,557"
18-Sep-09,FUTCUR,28-Sep-09,-,-,48.2725,48.29,48.1125,48.1625,48.1625,"256,297","1,149,761","554,105"
22-Sep-09,FUTCUR,28-Sep-09,-,-,48.21,48.3,47.9675,48.0025,48.0025,"216,398","1,519,542","730,819"
23-Sep-09,FUTCUR,28-Sep-09,-,-,47.91,48.135,47.88,48.0375,48.0375,"162,968","1,480,688","710,999"
24-Sep-09,FUTCUR,28-Sep-09,-,-,48.11,48.1975,48.0925,48.115,48.1,"100,300","376,633","181,387"
29-Sep-09,FUTCUR,28-Oct-09,-,-,48.115,48.1875,48.08,48.1775,48.1775,"294,781","898,216","432,381"
01-Oct-09,FUTCUR,28-Oct-09,-,-,47.9,48.045,47.765,47.855,47.855,"309,377","1,307,008","625,743"
05-Oct-09,FUTCUR,28-Oct-09,-,-,47.87,47.875,47.575,47.625,47.625,"310,175","1,345,438","640,916"
06-Oct-09,FUTCUR,28-Oct-09,-,-,47.4025,47.4025,46.96,47.03,47.03,"309,799","1,655,664","781,088"
07-Oct-09,FUTCUR,28-Oct-09,-,-,46.87,47.04,46.56,46.705,46.705,"310,117","2,055,012","961,266"
08-Oct-09,FUTCUR,28-Oct-09,-,-,46.5,46.51,46.2575,46.3925,46.3925,"340,916","1,808,714","838,842"
09-Oct-09,FUTCUR,28-Oct-09,-,-,46.3625,46.69,46.33,46.495,46.495,"398,628","1,556,203","724,345"
12-Oct-09,FUTCUR,28-Oct-09,-,-,46.64,46.715,46.4125,46.495,46.495,"417,564","1,693,759","788,893"
14-Oct-09,FUTCUR,28-Oct-09,-,-,46.3,46.31,46.1075,46.155,46.155,"396,741","1,672,452","772,069"
15-Oct-09,FUTCUR,28-Oct-09,-,-,45.9575,46.285,45.8275,46.2125,46.2125,"374,087","1,851,294","851,704"
16-Oct-09,FUTCUR,28-Oct-09,-,-,46.11,46.37,46.1075,46.33,46.33,"354,267","1,502,978","695,690"
17-Oct-09,FUTCUR,28-Oct-09,-,-,46.325,46.3675,46.3,46.3475,46.3475,"352,198","135,843","62,933"
20-Oct-09,FUTCUR,28-Oct-09,-,-,46.1,46.2025,45.9675,46.1325,46.1325,"344,738","1,398,167","644,509"
21-Oct-09,FUTCUR,28-Oct-09,-,-,46.365,46.5225,46.3425,46.5,46.5,"341,801","1,421,187","659,860"
22-Oct-09,FUTCUR,28-Oct-09,-,-,46.45,46.8225,46.45,46.7625,46.7625,"346,005","1,639,418","765,388"
23-Oct-09,FUTCUR,28-Oct-09,-,-,46.31,46.6,46.31,46.5525,46.5525,"336,928","1,359,942","632,265"
26-Oct-09,FUTCUR,28-Oct-09,-,-,46.4725,46.6675,46.44,46.65,46.65,"271,776","1,319,005","614,599"
27-Oct-09,FUTCUR,28-Oct-09,-,-,47,47.0025,46.78,46.9275,46.9275,"194,086","1,676,876","786,294"
28-Oct-09,FUTCUR,28-Oct-09,-,-,47.11,47.185,47.0425,47.13,47.15,"180,482","431,054","203,122"
29-Oct-09,FUTCUR,26-Nov-09,-,-,47.63,47.74,47.275,47.3175,47.3175,"335,304","1,724,891","819,626"
30-Oct-09,FUTCUR,26-Nov-09,-,-,46.975,47.2175,46.92,47.065,47.065,"339,597","1,714,161","806,935"
03-Nov-09,FUTCUR,26-Nov-09,-,-,47,47.4925,47,47.4575,47.4575,"372,400","1,720,712","812,796"
04-Nov-09,FUTCUR,26-Nov-09,-,-,47.25,47.2775,47.0475,47.09,47.09,"379,352","1,562,769","737,008"
05-Nov-09,FUTCUR,26-Nov-09,-,-,47.1425,47.3,47.045,47.065,47.065,"367,628","1,916,761","904,090"
06-Nov-09,FUTCUR,26-Nov-09,-,-,46.9,46.9325,46.77,46.86,46.86,"386,620","1,429,988","669,922"
09-Nov-09,FUTCUR,26-Nov-09,-,-,46.7075,46.7075,46.38,46.435,46.435,"337,332","1,643,901","765,075"
10-Nov-09,FUTCUR,26-Nov-09,-,-,46.41,46.645,46.41,46.515,46.515,"316,374","1,796,592","836,317"
11-Nov-09,FUTCUR,26-Nov-09,-,-,46.9975,46.9975,46.32,46.35,46.35,"339,667","1,323,759","615,138"
12-Nov-09,FUTCUR,26-Nov-09,-,-,46.3625,46.675,46.3625,46.6325,46.6325,"372,400","1,744,979","812,103"
13-Nov-09,FUTCUR,26-Nov-09,-,-,46.78,46.8,46.35,46.3775,46.3775,"388,745","1,734,454","806,412"
16-Nov-09,FUTCUR,26-Nov-09,-,-,46.2,46.305,45.35,46.2725,46.2725,"372,205","1,526,803","704,752"
17-Nov-09,FUTCUR,26-Nov-09,-,-,46.045,46.3825,46.04,46.3225,46.3225,"394,100","1,679,005","776,558"
18-Nov-09,FUTCUR,26-Nov-09,-,-,46.26,46.31,46.185,46.2375,46.2375,"441,461","1,291,087","597,108"
19-Nov-09,FUTCUR,26-Nov-09,-,-,46.3525,46.705,46.3525,46.67,46.67,"418,435","1,421,610","661,587"
20-Nov-09,FUTCUR,26-Nov-09,-,-,46.785,46.785,46.5125,46.6725,46.6725,"370,250","1,718,667","800,994"
23-Nov-09,FUTCUR,26-Nov-09,-,-,46.5875,46.595,46.425,46.5275,46.5275,"336,406","1,152,073","535,651"
24-Nov-09,FUTCUR,26-Nov-09,-,-,46.65,46.66,46.375,46.4,46.4,"279,704","1,359,287","632,905"
25-Nov-09,FUTCUR,26-Nov-09,-,-,46.4725,46.4725,46.22,46.2525,46.2525,"233,150","1,231,925","570,367"
26-Nov-09,FUTCUR,26-Nov-09,-,-,46.2325,46.325,46.12,46.29,46.27,"173,908","411,346","190,254"
27-Nov-09,FUTCUR,29-Dec-09,-,-,46.9,47.165,46.655,46.6875,46.6875,"419,431","2,192,968","1,028,460"
30-Nov-09,FUTCUR,29-Dec-09,-,-,46.4,46.61,46.4,46.56,46.56,"408,439","1,872,145","871,042"
01-Dec-09,FUTCUR,29-Dec-09,-,-,46.5,46.555,46.31,46.375,46.375,"427,125","1,755,506","815,331"
02-Dec-09,FUTCUR,29-Dec-09,-,-,46.23,46.4325,46.205,46.38,46.38,"439,902","1,723,795","798,658"
03-Dec-09,FUTCUR,29-Dec-09,-,-,46.34,46.35,46.145,46.18,46.18,"457,913","1,755,167","811,694"
04-Dec-09,FUTCUR,29-Dec-09,-,-,46.25,46.3575,46.2125,46.3375,46.3375,"415,734","1,608,447","744,684"
07-Dec-09,FUTCUR,29-Dec-09,-,-,46.54,46.6875,46.46,46.6475,46.6475,"382,352","1,592,368","741,478"
08-Dec-09,FUTCUR,29-Dec-09,-,-,46.555,46.82,46.5425,46.71,46.71,"386,479","2,689,096","1,255,696"
09-Dec-09,FUTCUR,29-Dec-09,-,-,46.92,46.9275,46.61,46.645,46.645,"356,171","2,512,241","1,174,797"
10-Dec-09,FUTCUR,29-Dec-09,-,-,46.75,46.78,46.65,46.7225,46.7225,"379,848","2,306,655","1,077,512"
11-Dec-09,FUTCUR,29-Dec-09,-,-,46.64,46.67,46.55,46.6125,46.6125,"360,895","1,984,980","925,129"
14-Dec-09,FUTCUR,29-Dec-09,-,-,46.75,46.81,46.6375,46.7625,46.7625,"351,988","2,620,469","1,224,399"
15-Dec-09,FUTCUR,29-Dec-09,-,-,46.6825,46.77,46.6275,46.755,46.755,"315,068","2,220,638","1,037,373"
16-Dec-09,FUTCUR,29-Dec-09,-,-,46.7525,46.8,46.65,46.7025,46.7025,"332,582","2,219,403","1,036,671"
17-Dec-09,FUTCUR,29-Dec-09,-,-,46.79,47.0125,46.785,46.9375,46.9375,"312,238","2,582,012","1,209,959"
18-Dec-09,FUTCUR,29-Dec-09,-,-,47,47,46.7525,46.7975,46.7975,"310,165","1,951,781","914,666"
21-Dec-09,FUTCUR,29-Dec-09,-,-,46.85,46.89,46.7975,46.8625,46.8625,"303,435","1,594,157","746,813"
22-Dec-09,FUTCUR,29-Dec-09,-,-,46.8525,46.9225,46.785,46.8325,46.8325,"287,243","1,837,721","860,726"
23-Dec-09,FUTCUR,29-Dec-09,-,-,46.84,46.92,46.8125,46.895,46.895,"277,168","1,344,209","629,833"
24-Dec-09,FUTCUR,29-Dec-09,-,-,46.78,46.79,46.665,46.705,46.705,"250,217","1,577,936","737,374"
29-Dec-09,FUTCUR,29-Dec-09,-,-,46.675,46.7075,46.665,46.6825,46.69,"219,913","303,415","141,649"
30-Dec-09,FUTCUR,27-Jan-10,-,-,46.82,46.8675,46.7925,46.84,46.84,"289,459","1,263,822","591,736"
31-Dec-09,FUTCUR,27-Jan-10,-,-,46.72,46.795,46.5975,46.61,46.61,"283,784","1,411,952","659,435"
01-Jan-10,FUTCUR,27-Jan-10,-,-,46.66,46.73,46.6425,46.7125,46.7125,"297,839","967,367","451,848"
04-Jan-10,FUTCUR,27-Jan-10,-,-,46.7,46.71,46.3275,46.3525,46.3525,"333,130","2,862,011","1,330,342"
05-Jan-10,FUTCUR,27-Jan-10,-,-,46.37,46.37,46.1475,46.305,46.305,"351,914","2,753,192","1,273,598"
06-Jan-10,FUTCUR,27-Jan-10,-,-,46.2275,46.255,45.915,45.9475,45.9475,"360,315","3,017,139","1,391,604"
07-Jan-10,FUTCUR,27-Jan-10,-,-,45.8775,45.9375,45.62,45.7375,45.7375,"398,270","3,466,001","1,587,070"
08-Jan-10,FUTCUR,27-Jan-10,-,-,45.73,45.9375,45.73,45.8575,45.8575,"394,451","2,547,981","1,168,018"
11-Jan-10,FUTCUR,27-Jan-10,-,-,45.5775,45.5775,45.3,45.3825,45.3825,"406,918","3,943,290","1,790,561"
12-Jan-10,FUTCUR,27-Jan-10,-,-,45.45,45.78,45.4175,45.71,45.71,"464,751","3,315,141","1,509,664"
13-Jan-10,FUTCUR,27-Jan-10,-,-,45.86,45.86,45.605,45.695,45.695,"467,509","3,054,339","1,395,892"
14-Jan-10,FUTCUR,27-Jan-10,-,-,45.54,45.7025,45.45,45.65,45.65,"457,160","3,161,912","1,440,674"
15-Jan-10,FUTCUR,27-Jan-10,-,-,45.72,45.855,45.6275,45.8325,45.8325,"456,694","3,067,105","1,402,657"
18-Jan-10,FUTCUR,27-Jan-10,-,-,45.855,45.8675,45.58,45.6975,45.6975,"434,293","2,920,009","1,333,917"
19-Jan-10,FUTCUR,27-Jan-10,-,-,45.64,45.845,45.59,45.8175,45.8175,"367,986","3,429,577","1,567,081"
20-Jan-10,FUTCUR,27-Jan-10,-,-,45.8825,46.015,45.85,45.9625,45.9625,"393,244","3,233,912","1,485,489"
21-Jan-10,FUTCUR,27-Jan-10,-,-,46.07,46.1725,45.9275,46.085,46.085,"465,225","3,166,639","1,457,894"
22-Jan-10,FUTCUR,27-Jan-10,-,-,46.25,46.295,46.055,46.155,46.155,"494,197","2,638,887","1,217,926"
25-Jan-10,FUTCUR,27-Jan-10,-,-,46.17,46.2525,46.095,46.1225,46.1225,"471,442","2,225,676","1,027,818"
27-Jan-10,FUTCUR,27-Jan-10,-,-,46.27,46.355,46.2425,46.2875,46.29,"359,372","931,716","431,241"
28-Jan-10,FUTCUR,24-Feb-10,-,-,46.395,46.4625,46.295,46.435,46.435,"434,914","2,492,579","1,156,074"
29-Jan-10,FUTCUR,24-Feb-10,-,-,46.515,46.5325,46.2475,46.2875,46.2875,"447,916","2,627,121","1,219,218"
01-Feb-10,FUTCUR,24-Feb-10,-,-,46.44,46.53,46.35,46.4375,46.4375,"442,766","2,515,194","1,167,401"
02-Feb-10,FUTCUR,24-Feb-10,-,-,46.3,46.3725,46.25,46.3075,46.3075,"438,487","2,517,940","1,166,397"
03-Feb-10,FUTCUR,24-Feb-10,-,-,46.1625,46.2,45.9975,46.0375,46.0375,"462,134","2,693,711","1,241,594"
04-Feb-10,FUTCUR,24-Feb-10,-,-,46.11,46.3,46.0825,46.265,46.265,"447,123","2,633,209","1,216,162"
05-Feb-10,FUTCUR,24-Feb-10,-,-,46.6,46.8025,46.54,46.78,46.78,"453,490","2,740,777","1,278,648"
08-Feb-10,FUTCUR,24-Feb-10,-,-,46.76,46.9075,46.705,46.8525,46.8525,"430,122","2,740,506","1,282,553"
09-Feb-10,FUTCUR,24-Feb-10,-,-,46.83,46.845,46.6475,46.72,46.72,"422,151","2,551,723","1,191,982"
10-Feb-10,FUTCUR,24-Feb-10,-,-,46.6025,46.6375,46.51,46.54,46.54,"405,412","2,246,286","1,046,287"
11-Feb-10,FUTCUR,24-Feb-10,-,-,46.45,46.5475,46.4075,46.5075,46.5075,"386,771","1,608,891","747,505"
15-Feb-10,FUTCUR,24-Feb-10,-,-,46.45,46.45,46.305,46.3475,46.3475,"318,005","1,640,019","760,502"
16-Feb-10,FUTCUR,24-Feb-10,-,-,46.3275,46.33,46.15,46.2225,46.2225,"290,925","2,090,611","965,991"
17-Feb-10,FUTCUR,24-Feb-10,-,-,46.03,46.145,45.9725,46.1225,46.1225,"318,167","2,341,198","1,078,145"
18-Feb-10,FUTCUR,24-Feb-10,-,-,46.1975,46.3125,46.185,46.26,46.26,"396,234","2,278,906","1,054,022"
19-Feb-10,FUTCUR,24-Feb-10,-,-,46.4525,46.4875,46.3025,46.325,46.325,"344,595","2,669,114","1,238,890"
22-Feb-10,FUTCUR,24-Feb-10,-,-,46.065,46.2425,46.03,46.215,46.215,"332,243","2,379,137","1,098,612"
23-Feb-10,FUTCUR,24-Feb-10,-,-,46.22,46.2475,46.0675,46.22,46.22,"306,173","3,099,834","1,430,645"
24-Feb-10,FUTCUR,24-Feb-10,-,-,46.315,46.315,46.22,46.25,46.25,"281,546","766,422","354,493"
25-Feb-10,FUTCUR,29-Mar-10,-,-,46.3975,46.5225,46.3925,46.475,46.475,"400,567","2,518,041","1,169,552"
26-Feb-10,FUTCUR,29-Mar-10,-,-,46.39,46.415,46.175,46.2125,46.2125,"396,513","2,878,277","1,332,138"
02-Mar-10,FUTCUR,29-Mar-10,-,-,46.05,46.175,46.03,46.1175,46.1175,"386,598","2,177,495","1,004,261"
03-Mar-10,FUTCUR,29-Mar-10,-,-,46.0625,46.0625,45.915,45.93,45.93,"406,042","2,057,787","945,702"
04-Mar-10,FUTCUR,29-Mar-10,-,-,45.8125,45.9275,45.8125,45.8975,45.8975,"433,176","1,988,764","912,630"
05-Mar-10,FUTCUR,29-Mar-10,-,-,45.9375,45.9375,45.695,45.715,45.715,"437,791","2,379,899","1,090,061"
08-Mar-10,FUTCUR,29-Mar-10,-,-,45,45.6175,45,45.58,45.58,"457,421","3,034,859","1,381,954"
09-Mar-10,FUTCUR,29-Mar-10,-,-,46.3575,46.3575,45.54,45.69,45.69,"442,116","3,567,959","1,627,546"
10-Mar-10,FUTCUR,29-Mar-10,-,-,45.62,45.62,45.44,45.4675,45.4675,"477,899","2,920,707","1,329,248"
11-Mar-10,FUTCUR,29-Mar-10,-,-,45.49,45.69,45.49,45.665,45.665,"458,918","2,819,506","1,285,459"
12-Mar-10,FUTCUR,29-Mar-10,-,-,45.62,45.62,45.44,45.4925,45.4925,"440,636","2,683,597","1,221,455"
15-Mar-10,FUTCUR,29-Mar-10,-,-,45.565,45.73,45.565,45.6925,45.6925,"442,796","2,897,759","1,322,908"
17-Mar-10,FUTCUR,29-Mar-10,-,-,45.55,45.55,45.385,45.42,45.42,"428,772","2,798,978","1,271,887"
18-Mar-10,FUTCUR,29-Mar-10,-,-,45.42,45.565,45.42,45.495,45.495,"387,604","2,924,246","1,330,670"
19-Mar-10,FUTCUR,29-Mar-10,-,-,45.5225,45.55,45.465,45.54,45.54,"410,187","2,096,934","954,310"
22-Mar-10,FUTCUR,29-Mar-10,-,-,45.6275,45.64,45.505,45.605,45.605,"472,496","2,410,787","1,098,179"
23-Mar-10,FUTCUR,29-Mar-10,-,-,45.5,45.63,45.5,45.6225,45.6225,"460,211","2,401,224","1,094,558"
25-Mar-10,FUTCUR,29-Mar-10,-,-,45.7,45.74,45.5125,45.5325,45.5325,"561,469","2,600,344","1,185,775"
26-Mar-10,FUTCUR,29-Mar-10,-,-,45.5775,45.5775,45.2325,45.2875,45.2875,"522,742","2,817,146","1,278,042"
29-Mar-10,FUTCUR,29-Mar-10,-,-,45.18,45.18,45.0525,45.105,45.08,"339,677","1,142,415","515,243"
30-Mar-10,FUTCUR,28-Apr-10,-,-,45.05,45.2425,45.01,45.1875,45.1875,"377,319","4,098,211","1,849,370"
31-Mar-10,FUTCUR,28-Apr-10,-,-,45.2125,45.26,45.01,45.0325,45.0325,"335,410","3,441,561","1,553,464"
05-Apr-10,FUTCUR,28-Apr-10,-,-,44.8075,44.87,44.525,44.5725,44.5725,"424,770","3,143,435","1,406,032"
06-Apr-10,FUTCUR,28-Apr-10,-,-,44.4275,44.645,44.4275,44.5625,44.5625,"420,036","3,564,922","1,588,262"
07-Apr-10,FUTCUR,28-Apr-10,-,-,44.39,44.65,44.39,44.64,44.64,"445,240","3,615,564","1,610,302"
08-Apr-10,FUTCUR,28-Apr-10,-,-,44.555,44.765,44.485,44.535,44.535,"488,855","3,796,077","1,694,912"
09-Apr-10,FUTCUR,28-Apr-10,-,-,44.44,44.52,44.2925,44.38,44.38,"518,324","3,131,004","1,390,027"
12-Apr-10,FUTCUR,28-Apr-10,-,-,44.2475,44.565,44.2475,44.525,44.525,"557,215","3,425,031","1,522,165"
13-Apr-10,FUTCUR,28-Apr-10,-,-,44.63,44.7325,44.515,44.53,44.53,"485,932","3,901,743","1,740,872"
15-Apr-10,FUTCUR,28-Apr-10,-,-,44.315,44.545,44.2475,44.465,44.465,"464,538","3,680,807","1,634,951"
16-Apr-10,FUTCUR,28-Apr-10,-,-,44.51,44.63,44.3725,44.39,44.39,"462,384","4,422,588","1,967,399"
19-Apr-10,FUTCUR,28-Apr-10,-,-,44.6025,44.7875,44.565,44.76,44.76,"455,886","4,671,620","2,086,413"
20-Apr-10,FUTCUR,28-Apr-10,-,-,44.6325,44.655,44.485,44.5425,44.5425,"431,624","4,718,318","2,103,370"
21-Apr-10,FUTCUR,28-Apr-10,-,-,44.55,44.595,44.37,44.555,44.555,"411,505","3,995,855","1,776,678"
22-Apr-10,FUTCUR,28-Apr-10,-,-,44.57,44.63,44.4375,44.5925,44.5925,"390,299","4,508,908","2,007,200"
23-Apr-10,FUTCUR,28-Apr-10,-,-,44.62,44.6225,44.44,44.4725,44.4725,"372,559","4,090,699","1,821,038"
26-Apr-10,FUTCUR,28-Apr-10,-,-,44.3175,44.43,44.23,44.3825,44.3825,"364,007","4,500,547","1,996,462"
27-Apr-10,FUTCUR,28-Apr-10,-,-,44.44,44.485,44.385,44.45,44.45,"357,734","3,542,070","1,574,130"
28-Apr-10,FUTCUR,28-Apr-10,-,-,44.57,44.5975,44.545,44.585,44.6,"250,608","1,087,834","484,869"
29-Apr-10,FUTCUR,27-May-10,-,-,44.69,44.735,44.595,44.6475,44.6475,"387,881","3,676,841","1,642,445"
30-Apr-10,FUTCUR,27-May-10,-,-,44.5275,44.5675,44.44,44.46,44.46,"377,400","3,130,047","1,393,210"
03-May-10,FUTCUR,27-May-10,-,-,44.575,44.7,44.575,44.6125,44.6125,"370,105","2,753,230","1,229,374"
04-May-10,FUTCUR,27-May-10,-,-,44.605,44.7375,44.56,44.7125,44.7125,"444,424","3,121,540","1,394,342"
05-May-10,FUTCUR,27-May-10,-,-,45.01,45.065,44.9075,45.035,45.035,"417,658","4,111,348","1,849,716"
06-May-10,FUTCUR,27-May-10,-,-,45.1525,45.53,45.14,45.38,45.38,"507,489","4,467,275","2,024,549"
07-May-10,FUTCUR,27-May-10,-,-,45.75,45.79,45.53,45.5525,45.5525,"504,636","3,503,787","1,599,914"
10-May-10,FUTCUR,27-May-10,-,-,45.275,45.28,44.9025,44.9375,44.9375,"387,275","3,930,518","1,769,803"
11-May-10,FUTCUR,27-May-10,-,-,44.9775,45.3775,44.97,45.3525,45.3525,"381,720","4,254,177","1,922,357"
12-May-10,FUTCUR,27-May-10,-,-,45.325,45.425,45.1275,45.2225,45.2225,"450,171","4,176,882","1,890,647"
13-May-10,FUTCUR,27-May-10,-,-,45.04,45.2075,44.9825,45.14,45.14,"387,040","3,538,872","1,595,508"
14-May-10,FUTCUR,27-May-10,-,-,45.175,45.295,45.0775,45.215,45.215,"414,379","3,742,296","1,690,489"
17-May-10,FUTCUR,27-May-10,-,-,45.4,45.7975,45.4,45.655,45.655,"441,670","3,834,101","1,752,371"
18-May-10,FUTCUR,27-May-10,-,-,45.6975,45.72,45.5375,45.6075,45.6075,"394,653","4,050,746","1,847,516"
19-May-10,FUTCUR,27-May-10,-,-,45.82,46.42,45.82,46.3575,46.3575,"534,004","3,915,910","1,805,797"
20-May-10,FUTCUR,27-May-10,-,-,46.2725,46.9,46.225,46.7725,46.7725,"479,198","3,592,330","1,673,818"
21-May-10,FUTCUR,27-May-10,-,-,47.15,47.355,46.78,46.9575,46.9575,"481,205","3,537,508","1,663,119"
24-May-10,FUTCUR,27-May-10,-,-,46.85,47.05,46.6,47,47,"431,307","3,433,980","1,605,651"
25-May-10,FUTCUR,27-May-10,-,-,47.2525,47.4025,47.18,47.3,47.4,"337,621","1,199,621","567,002"
28-May-10,FUTCUR,28-Jun-10,-,-,46.7975,46.9175,46.45,46.54,46.54,"662,250","3,094,349","1,443,236"
31-May-10,FUTCUR,28-Jun-10,-,-,46.5575,46.7325,46.505,46.545,46.545,"604,890","2,393,749","1,115,768"
01-Jun-10,FUTCUR,28-Jun-10,-,-,46.5325,47.3475,46.46,47.29,47.29,"735,847","3,382,439","1,591,344"
02-Jun-10,FUTCUR,28-Jun-10,-,-,47.1125,47.45,47.05,47.1125,47.1125,"661,031","3,111,570","1,469,768"
03-Jun-10,FUTCUR,28-Jun-10,-,-,46.835,46.845,46.615,46.805,46.805,"593,942","2,926,386","1,367,510"
04-Jun-10,FUTCUR,28-Jun-10,-,-,46.9,47,46.69,46.9375,46.9375,"561,372","2,040,883","955,444"
07-Jun-10,FUTCUR,28-Jun-10,-,-,47.38,47.5975,47.1575,47.2125,47.2125,"589,972","3,235,323","1,531,600"
08-Jun-10,FUTCUR,28-Jun-10,-,-,47.05,47.265,47.0025,47.085,47.085,"592,551","3,443,559","1,622,600"
09-Jun-10,FUTCUR,28-Jun-10,-,-,47.045,47.28,46.985,47.125,47.125,"576,406","2,972,326","1,401,235"
10-Jun-10,FUTCUR,28-Jun-10,-,-,47.1225,47.195,47.01,47.05,47.05,"558,054","2,419,873","1,139,527"
11-Jun-10,FUTCUR,28-Jun-10,-,-,46.885,47.005,46.7975,46.93,46.93,"512,704","2,379,329","1,116,207"
14-Jun-10,FUTCUR,28-Jun-10,-,-,46.7675,46.7675,46.5025,46.5575,46.5575,"523,586","2,676,245","1,248,126"
15-Jun-10,FUTCUR,28-Jun-10,-,-,46.6225,46.8325,46.575,46.61,46.61,"497,341","3,706,999","1,731,164"
16-Jun-10,FUTCUR,28-Jun-10,-,-,46.53,46.6375,46.3575,46.6125,46.6125,"493,477","2,905,832","1,350,310"
17-Jun-10,FUTCUR,28-Jun-10,-,-,46.62,46.6825,46.3725,46.405,46.405,"464,002","2,941,027","1,368,872"
18-Jun-10,FUTCUR,28-Jun-10,-,-,46.3,46.32,46.145,46.235,46.235,"483,704","3,037,732","1,404,145"
21-Jun-10,FUTCUR,28-Jun-10,-,-,45.8875,45.8875,45.615,45.765,45.765,"491,049","3,508,807","1,604,241"
22-Jun-10,FUTCUR,28-Jun-10,-,-,45.995,46.315,45.9125,46.28,46.28,"475,158","4,166,716","1,920,421"
23-Jun-10,FUTCUR,28-Jun-10,-,-,46.165,46.39,46.165,46.2225,46.2225,"414,026","3,331,653","1,541,439"
24-Jun-10,FUTCUR,28-Jun-10,-,-,46.2875,46.5025,46.1825,46.465,46.465,"423,303","2,699,796","1,251,619"
25-Jun-10,FUTCUR,28-Jun-10,-,-,46.45,46.6075,46.3,46.35,46.35,"355,610","2,807,248","1,304,988"
28-Jun-10,FUTCUR,28-Jun-10,-,-,46.09,46.2125,46.055,46.19,46.16,"245,193","967,609","446,488"
29-Jun-10,FUTCUR,28-Jul-10,-,-,46.4925,46.75,46.4925,46.675,46.675,"635,605","2,484,000","1,159,127"
30-Jun-10,FUTCUR,28-Jul-10,-,-,46.8125,46.84,46.5625,46.6,46.6,"717,376","2,147,797","1,003,440"
