Date,Instrument,Expiry,Option Type,Strike Price,Open,High,Low,Close,Settlement Price,Open Interest,No. of Contracts,Value (Rs. lakhs)
05-Dec-16,FUTCUR,28-Dec-16,-,-,68.265,68.3925,68.235,68.36,68.36,"1,467,196","798,012","545,205"
06-Dec-16,FUTCUR,28-Dec-16,-,-,68.2225,68.23,67.9825,68.0325,68.0325,"1,479,713","1,057,447","720,159"
07-Dec-16,FUTCUR,28-Dec-16,-,-,67.9,68.09,67.755,67.795,67.795,"1,415,579","1,454,339","988,221"
08-Dec-16,FUTCUR,28-Dec-16,-,-,67.565,67.63,67.4225,67.445,67.445,"1,477,095","1,088,629","734,964"
09-Dec-16,FUTCUR,28-Dec-16,-,-,67.5825,67.735,67.4725,67.5225,67.5225,"1,466,588","882,184","596,468"
13-Dec-16,FUTCUR,28-Dec-16,-,-,67.505,67.615,67.465,67.585,67.585,"1,588,396","1,529,248","1,032,862"
14-Dec-16,FUTCUR,28-Dec-16,-,-,67.5725,67.6425,67.4725,67.535,67.535,"1,703,861","1,081,737","730,847"
15-Dec-16,FUTCUR,28-Dec-16,-,-,67.745,67.93,67.7325,67.885,67.885,"1,813,902","1,596,072","1,082,927"
16-Dec-16,FUTCUR,28-Dec-16,-,-,67.95,67.95,67.7725,67.805,67.805,"1,808,945","655,620","444,753"
19-Dec-16,FUTCUR,28-Dec-16,-,-,67.8525,67.9175,67.7425,67.8925,67.8925,"1,809,290","578,541","392,380"
20-Dec-16,FUTCUR,28-Dec-16,-,-,67.8975,68.095,67.8475,68.075,68.075,"2,019,451","1,449,141","985,480"
21-Dec-16,FUTCUR,28-Dec-16,-,-,67.95,67.995,67.8575,67.935,67.935,"2,026,879","590,420","400,998"
22-Dec-16,FUTCUR,28-Dec-16,-,-,67.875,68.0275,67.8325,67.9925,67.9925,"1,933,960","713,891","484,911"
23-Dec-16,FUTCUR,28-Dec-16,-,-,67.92,67.9375,67.75,67.8025,67.8025,"1,933,813","789,043","535,281"
26-Dec-16,FUTCUR,28-Dec-16,-,-,67.82,67.845,67.71,67.735,67.735,"1,883,554","438,343","297,137"
27-Dec-16,FUTCUR,28-Dec-16,-,-,67.7875,68.04,67.7825,68.0175,68.0175,"1,621,030","1,215,537","825,776"
28-Dec-16,FUTCUR,28-Dec-16,-,-,68.095,68.2325,68.0325,68.22,68.225,"1,368,519","1,113,619","759,290"
29-Dec-16,FUTCUR,27-Jan-17,-,-,68.38,68.395,68.2075,68.2725,68.2725,"1,428,409","707,933","483,414"
30-Dec-16,FUTCUR,27-Jan-17,-,-,68.15,68.1975,68.0275,68.1025,68.1025,"1,520,711","1,100,195","749,159"
02-Jan-17,FUTCUR,27-Jan-17,-,-,68.0825,68.4125,68.0825,68.3775,68.3775,"1,567,216","545,028","371,978"
03-Jan-17,FUTCUR,27-Jan-17,-,-,68.2675,68.515,68.2025,68.485,68.485,"1,705,826","1,468,676","1,004,425"
04-Jan-17,FUTCUR,27-Jan-17,-,-,68.43,68.43,68.2025,68.225,68.225,"1,626,466","899,100","614,174"
05-Jan-17,FUTCUR,27-Jan-17,-,-,68.2,68.2,67.8775,68.115,68.115,"1,717,030","1,332,475","906,237"
06-Jan-17,FUTCUR,27-Jan-17,-,-,67.9975,68.195,67.93,68.1125,68.1125,"1,761,483","867,595","590,632"
09-Jan-17,FUTCUR,27-Jan-17,-,-,68.2,68.4175,68.2,68.38,68.38,"1,695,387","823,595","562,968"
10-Jan-17,FUTCUR,27-Jan-17,-,-,68.2175,68.345,68.135,68.33,68.33,"1,693,785","764,811","522,040"
11-Jan-17,FUTCUR,27-Jan-17,-,-,68.3675,68.5075,68.31,68.4625,68.4625,"1,980,927","1,748,127","1,196,451"
12-Jan-17,FUTCUR,27-Jan-17,-,-,68.275,68.275,68.0625,68.2,68.2,"1,899,839","1,129,028","769,728"
13-Jan-17,FUTCUR,27-Jan-17,-,-,68.2725,68.375,68.2475,68.28,68.28,"1,866,779","712,363","486,698"
16-Jan-17,FUTCUR,27-Jan-17,-,-,68.3425,68.39,68.1925,68.21,68.21,"1,814,700","649,165","443,186"
17-Jan-17,FUTCUR,27-Jan-17,-,-,68.09,68.23,68.0225,68.045,68.045,"1,796,005","1,164,907","793,526"
18-Jan-17,FUTCUR,27-Jan-17,-,-,68.02,68.16,67.9575,68.1375,68.1375,"1,729,076","718,815","489,227"
19-Jan-17,FUTCUR,27-Jan-17,-,-,68.2825,68.33,68.1725,68.19,68.19,"1,601,701","977,670","667,263"
20-Jan-17,FUTCUR,27-Jan-17,-,-,68.1025,68.2875,68.07,68.2275,68.2275,"1,570,346","840,141","572,927"
23-Jan-17,FUTCUR,27-Jan-17,-,-,68.2,68.2525,68.01,68.23,68.23,"1,542,049","734,149","500,242"
24-Jan-17,FUTCUR,27-Jan-17,-,-,68.1175,68.1975,68.08,68.18,68.18,"1,436,884","781,498","532,558"
25-Jan-17,FUTCUR,27-Jan-17,-,-,68.1725,68.19,68.05,68.07,68.07,"1,311,177","815,081","555,314"
27-Jan-17,FUTCUR,27-Jan-17,-,-,68.125,68.2175,68.125,68.1875,68.2043,"1,064,476","691,722","471,660"
30-Jan-17,FUTCUR,23-Feb-17,-,-,68.2825,68.305,68.155,68.17,68.17,"1,149,238","677,908","462,533"
31-Jan-17,FUTCUR,23-Feb-17,-,-,68.15,68.15,68,68.065,68.065,"1,124,282","913,321","621,523"
01-Feb-17,FUTCUR,23-Feb-17,-,-,67.795,67.88,67.6725,67.7,67.7,"1,276,028","1,291,562","875,631"
02-Feb-17,FUTCUR,23-Feb-17,-,-,67.6175,67.68,67.54,67.565,67.565,"1,358,068","1,024,756","692,685"
03-Feb-17,FUTCUR,23-Feb-17,-,-,67.4875,67.575,67.4125,67.4675,67.4675,"1,377,878","786,934","531,316"
06-Feb-17,FUTCUR,23-Feb-17,-,-,67.4,67.4,67.285,67.3525,67.3525,"1,520,634","778,395","524,178"
07-Feb-17,FUTCUR,23-Feb-17,-,-,67.445,67.585,67.4075,67.54,67.54,"1,498,949","792,980","535,428"
08-Feb-17,FUTCUR,23-Feb-17,-,-,67.49,67.5225,67.335,67.37,67.37,"1,523,720","961,334","648,288"
09-Feb-17,FUTCUR,23-Feb-17,-,-,67.285,67.285,66.9675,67.01,67.01,"1,641,786","1,258,329","844,398"
10-Feb-17,FUTCUR,23-Feb-17,-,-,66.945,67.1,66.865,66.9775,66.9775,"1,671,790","1,155,562","774,084"
13-Feb-17,FUTCUR,23-Feb-17,-,-,66.96,67.1375,66.96,67.1125,67.1125,"1,662,414","824,260","552,904"
14-Feb-17,FUTCUR,23-Feb-17,-,-,67.08,67.08,66.99,67.03,67.03,"1,620,949","666,913","447,063"
15-Feb-17,FUTCUR,23-Feb-17,-,-,66.935,67.0325,66.935,66.97,66.97,"1,535,053","695,459","465,922"
16-Feb-17,FUTCUR,23-Feb-17,-,-,66.995,67.13,66.945,67.11,67.11,"1,458,896","811,700","544,072"
17-Feb-17,FUTCUR,23-Feb-17,-,-,67.15,67.19,67.0225,67.095,67.095,"1,188,591","1,260,894","845,960"
20-Feb-17,FUTCUR,23-Feb-17,-,-,67.1,67.12,66.9375,66.9575,66.9575,"1,120,503","975,331","653,494"
22-Feb-17,FUTCUR,23-Feb-17,-,-,66.98,67.0225,66.875,66.9875,66.9875,"838,629","1,209,984","810,160"
23-Feb-17,FUTCUR,23-Feb-17,-,-,66.96,66.96,66.805,66.83,66.8351,"658,028","738,963","494,253"
27-Feb-17,FUTCUR,29-Mar-17,-,-,67.0025,67.01,66.885,66.9675,66.9675,"1,640,059","768,813","514,722"
28-Feb-17,FUTCUR,29-Mar-17,-,-,66.995,67.035,66.92,66.9375,66.9375,"1,650,958","548,692","367,456"
01-Mar-17,FUTCUR,29-Mar-17,-,-,66.9975,67.1125,66.9625,67.0375,67.0375,"1,623,129","838,394","562,182"
02-Mar-17,FUTCUR,29-Mar-17,-,-,66.9575,66.98,66.8725,66.9075,66.9075,"1,722,114","658,451","440,687"
03-Mar-17,FUTCUR,29-Mar-17,-,-,67.05,67.07,66.9875,67.0025,67.0025,"1,685,660","509,894","341,778"
06-Mar-17,FUTCUR,29-Mar-17,-,-,66.9475,66.96,66.875,66.8975,66.8975,"1,703,388","572,874","383,356"
07-Mar-17,FUTCUR,29-Mar-17,-,-,66.8575,66.865,66.7525,66.845,66.845,"1,682,079","529,965","354,141"
08-Mar-17,FUTCUR,29-Mar-17,-,-,66.7575,66.9175,66.755,66.89,66.89,"1,628,972","643,172","429,931"
09-Mar-17,FUTCUR,29-Mar-17,-,-,66.93,66.995,66.8525,66.8675,66.8675,"1,477,832","794,316","531,502"
10-Mar-17,FUTCUR,29-Mar-17,-,-,66.7975,66.88,66.6925,66.725,66.725,"1,485,251","595,017","397,324"
14-Mar-17,FUTCUR,29-Mar-17,-,-,66.31,66.3625,65.9125,65.9625,65.9625,"1,495,168","1,480,777","979,951"
15-Mar-17,FUTCUR,29-Mar-17,-,-,65.8875,65.94,65.5125,65.815,65.815,"1,485,236","1,766,372","1,160,551"
16-Mar-17,FUTCUR,29-Mar-17,-,-,65.5,65.61,65.3075,65.535,65.535,"1,440,619","1,465,402","959,556"
17-Mar-17,FUTCUR,29-Mar-17,-,-,65.5375,65.74,65.5275,65.5725,65.5725,"1,439,336","930,194","610,494"
20-Mar-17,FUTCUR,29-Mar-17,-,-,65.49,65.5425,65.365,65.435,65.435,"1,413,432","849,502","555,992"
21-Mar-17,FUTCUR,29-Mar-17,-,-,65.4075,65.5075,65.2725,65.3075,65.3075,"1,496,583","1,024,674","669,645"
22-Mar-17,FUTCUR,29-Mar-17,-,-,65.55,65.625,65.43,65.52,65.52,"1,311,786","1,248,467","818,143"
23-Mar-17,FUTCUR,29-Mar-17,-,-,65.4375,65.5975,65.41,65.565,65.565,"1,076,688","1,134,810","743,247"
24-Mar-17,FUTCUR,29-Mar-17,-,-,65.5125,65.54,65.3775,65.4125,65.4125,"1,000,562","758,454","496,434"
27-Mar-17,FUTCUR,29-Mar-17,-,-,65.34,65.34,65.0325,65.08,65.08,"965,114","1,387,037","903,003"
29-Mar-17,FUTCUR,29-Mar-17,-,-,65.0925,65.1125,64.905,64.955,64.9552,"798,761","942,199","612,049"
30-Mar-17,FUTCUR,26-Apr-17,-,-,65.08,65.1875,65.07,65.095,65.095,"1,669,380","744,315","484,760"
31-Mar-17,FUTCUR,26-Apr-17,-,-,65.035,65.1575,64.945,65.085,65.085,"1,713,440","960,268","624,581"
03-Apr-17,FUTCUR,26-Apr-17,-,-,64.96,65.27,64.875,65.23,65.23,"1,777,390","908,334","591,341"
05-Apr-17,FUTCUR,26-Apr-17,-,-,65.23,65.3475,65.07,65.09,65.09,"1,652,334","1,047,859","683,126"
06-Apr-17,FUTCUR,26-Apr-17,-,-,65.25,65.25,64.6875,64.73,64.73,"1,568,920","1,441,706","937,041"
07-Apr-17,FUTCUR,26-Apr-17,-,-,64.815,64.8525,64.315,64.4075,64.4075,"1,530,868","2,001,266","1,291,050"
10-Apr-17,FUTCUR,26-Apr-17,-,-,64.41,64.725,64.41,64.7075,64.7075,"1,410,424","1,011,896","654,003"
11-Apr-17,FUTCUR,26-Apr-17,-,-,64.84,64.84,64.555,64.6325,64.6325,"1,318,623","1,024,396","662,585"
12-Apr-17,FUTCUR,26-Apr-17,-,-,64.78,64.835,64.6325,64.7725,64.7725,"1,241,014","1,068,514","692,004"
13-Apr-17,FUTCUR,26-Apr-17,-,-,64.5775,64.58,64.35,64.5,64.5,"1,272,431","1,268,035","817,501"
17-Apr-17,FUTCUR,26-Apr-17,-,-,64.5775,64.605,64.375,64.575,64.575,"1,227,260","936,204","603,738"
18-Apr-17,FUTCUR,26-Apr-17,-,-,64.6025,64.715,64.5425,64.6825,64.6825,"1,145,668","938,845","606,831"
19-Apr-17,FUTCUR,26-Apr-17,-,-,64.68,64.6975,64.5575,64.6375,64.6375,"1,138,038","608,725","393,395"
20-Apr-17,FUTCUR,26-Apr-17,-,-,64.7,64.76,64.5925,64.6125,64.6125,"1,097,701","644,827","416,990"
21-Apr-17,FUTCUR,26-Apr-17,-,-,64.65,64.7125,64.58,64.6425,64.6425,"1,065,362","607,188","392,497"
24-Apr-17,FUTCUR,26-Apr-17,-,-,64.5975,64.5975,64.435,64.4625,64.4625,"1,078,299","874,930","564,265"
25-Apr-17,FUTCUR,26-Apr-17,-,-,64.4275,64.4275,64.215,64.2925,64.2925,"1,057,880","1,093,529","703,086"
26-Apr-17,FUTCUR,26-Apr-17,-,-,64.2375,64.2375,63.935,64.0175,64.0013,"892,626","1,024,371","655,674"
27-Apr-17,FUTCUR,29-May-17,-,-,64.255,64.4175,64.205,64.3925,64.3925,"1,474,612","765,203","492,473"
28-Apr-17,FUTCUR,29-May-17,-,-,64.435,64.625,64.335,64.53,64.53,"1,451,260","793,171","511,509"
02-May-17,FUTCUR,29-May-17,-,-,64.42,64.4675,64.2675,64.4525,64.4525,"1,440,187","560,118","360,786"
03-May-17,FUTCUR,29-May-17,-,-,64.41,64.41,64.33,64.3625,64.3625,"1,406,692","496,666","319,679"
04-May-17,FUTCUR,29-May-17,-,-,64.3075,64.44,64.3075,64.375,64.375,"1,412,279","482,727","310,856"
05-May-17,FUTCUR,29-May-17,-,-,64.4275,64.5675,64.405,64.5425,64.5425,"1,382,970","780,066","503,109"
08-May-17,FUTCUR,29-May-17,-,-,64.405,64.4875,64.3575,64.4775,64.4775,"1,372,559","512,602","330,175"
09-May-17,FUTCUR,29-May-17,-,-,64.375,64.865,64.375,64.8025,64.8025,"1,244,190","1,032,057","668,077"
11-May-17,FUTCUR,29-May-17,-,-,64.6775,64.7175,64.475,64.51,64.51,"1,181,147","899,249","580,759"
12-May-17,FUTCUR,29-May-17,-,-,64.6,64.6,64.385,64.45,64.45,"1,182,041","583,979","376,341"
15-May-17,FUTCUR,29-May-17,-,-,64.2675,64.325,64.1375,64.1925,64.1925,"1,197,297","725,708","465,952"
16-May-17,FUTCUR,29-May-17,-,-,64.2275,64.26,64.125,64.19,64.19,"1,194,974","697,494","447,711"
17-May-17,FUTCUR,29-May-17,-,-,64.1875,64.255,64.08,64.2425,64.2425,"1,136,524","858,364","550,835"
18-May-17,FUTCUR,29-May-17,-,-,64.43,65,64.3925,64.93,64.93,"972,682","2,052,809","1,328,261"
19-May-17,FUTCUR,29-May-17,-,-,64.8475,65.0925,64.67,64.71,64.71,"862,919","1,840,592","1,194,076"
22-May-17,FUTCUR,29-May-17,-,-,64.55,64.68,64.485,64.595,64.595,"852,433","781,957","505,063"
23-May-17,FUTCUR,29-May-17,-,-,64.65,64.9475,64.6475,64.9125,64.9125,"818,290","1,342,586","870,169"
24-May-17,FUTCUR,29-May-17,-,-,64.91,64.9975,64.765,64.785,64.785,"776,790","969,764","629,122"
25-May-17,FUTCUR,29-May-17,-,-,64.63,64.6575,64.48,64.6375,64.6375,"699,247","761,259","491,511"
26-May-17,FUTCUR,29-May-17,-,-,64.515,64.645,64.425,64.45,64.45,"579,814","749,127","483,351"
29-May-17,FUTCUR,29-May-17,-,-,64.5075,64.5925,64.4825,64.565,64.5565,"447,484","539,007","347,994"
30-May-17,FUTCUR,28-Jun-17,-,-,64.785,64.9275,64.785,64.8825,64.8825,"1,294,569","568,986","369,123"
31-May-17,FUTCUR,28-Jun-17,-,-,64.7975,64.805,64.7,64.73,64.73,"1,346,441","702,449","454,821"
01-Jun-17,FUTCUR,28-Jun-17,-,-,64.695,64.7525,64.615,64.705,64.705,"1,225,356","743,952","481,099"
02-Jun-17,FUTCUR,28-Jun-17,-,-,64.59,64.695,64.5425,64.6375,64.6375,"1,222,985","601,846","388,960"
05-Jun-17,FUTCUR,28-Jun-17,-,-,64.52,64.5725,64.4525,64.5475,64.5475,"1,245,838","654,926","422,540"
06-Jun-17,FUTCUR,28-Jun-17,-,-,64.52,64.6275,64.4575,64.6075,64.6075,"1,183,655","512,430","330,813"
07-Jun-17,FUTCUR,28-Jun-17,-,-,64.68,64.6825,64.465,64.505,64.505,"1,038,595","776,974","501,640"
08-Jun-17,FUTCUR,28-Jun-17,-,-,64.625,64.625,64.3525,64.395,64.395,"1,032,620","551,894","355,852"
09-Jun-17,FUTCUR,28-Jun-17,-,-,64.365,64.48,64.3,64.4025,64.4025,"892,755","951,497","612,762"
12-Jun-17,FUTCUR,28-Jun-17,-,-,64.4625,64.5925,64.4475,64.58,64.58,"898,807","609,920","393,528"
13-Jun-17,FUTCUR,28-Jun-17,-,-,64.505,64.615,64.465,64.4775,64.4775,"891,991","585,299","377,766"
14-Jun-17,FUTCUR,28-Jun-17,-,-,64.445,64.4875,64.3475,64.41,64.41,"891,763","603,497","388,687"
15-Jun-17,FUTCUR,28-Jun-17,-,-,64.3675,64.635,64.31,64.5925,64.5925,"922,750","1,041,297","671,346"
16-Jun-17,FUTCUR,28-Jun-17,-,-,64.72,64.8375,64.4875,64.51,64.51,"901,234","1,165,122","753,401"
19-Jun-17,FUTCUR,28-Jun-17,-,-,64.4775,64.5125,64.3925,64.49,64.49,"836,817","554,488","357,436"
20-Jun-17,FUTCUR,28-Jun-17,-,-,64.53,64.6025,64.4775,64.5525,64.5525,"828,479","693,175","447,372"
21-Jun-17,FUTCUR,28-Jun-17,-,-,64.5825,64.74,64.5525,64.57,64.57,"846,217","880,497","569,386"
22-Jun-17,FUTCUR,28-Jun-17,-,-,64.5675,64.6275,64.48,64.6125,64.6125,"884,362","780,042","503,586"
23-Jun-17,FUTCUR,28-Jun-17,-,-,64.615,64.6175,64.445,64.5275,64.5275,"759,098","755,940","487,820"
27-Jun-17,FUTCUR,28-Jun-17,-,-,64.4775,64.55,64.42,64.535,64.535,"549,491","769,311","496,030"
28-Jun-17,FUTCUR,28-Jun-17,-,-,64.45,64.6025,64.1,64.5175,64.5288,"435,480","500,216","322,847"
29-Jun-17,FUTCUR,27-Jul-17,-,-,64.72,64.8725,64.6725,64.85,64.85,"1,036,178","729,380","472,282"
30-Jun-17,FUTCUR,27-Jul-17,-,-,64.9,65.0525,64.795,64.8175,64.8175,"957,212","1,354,639","879,457"
03-Jul-17,FUTCUR,27-Jul-17,-,-,64.8175,65.1225,64.8175,65.0925,65.0925,"939,221","1,136,443","738,519"
04-Jul-17,FUTCUR,27-Jul-17,-,-,65.0725,65.095,64.905,64.945,64.945,"902,692","919,661","597,715"
05-Jul-17,FUTCUR,27-Jul-17,-,-,65.075,65.075,64.8675,64.99,64.99,"915,349","737,659","479,153"
06-Jul-17,FUTCUR,27-Jul-17,-,-,65.015,65.015,64.8825,64.9525,64.9525,"895,552","684,331","444,349"
07-Jul-17,FUTCUR,27-Jul-17,-,-,64.89,64.92,64.7325,64.75,64.75,"903,031","702,966","455,755"
10-Jul-17,FUTCUR,27-Jul-17,-,-,64.75,64.75,64.635,64.685,64.685,"906,021","675,118","436,689"
11-Jul-17,FUTCUR,27-Jul-17,-,-,64.6,64.7375,64.5875,64.7175,64.7175,"907,887","777,616","502,840"
12-Jul-17,FUTCUR,27-Jul-17,-,-,64.66,64.71,64.62,64.6925,64.6925,"952,998","879,381","568,656"
13-Jul-17,FUTCUR,27-Jul-17,-,-,64.505,64.58,64.4475,64.545,64.545,"980,791","807,442","521,140"
14-Jul-17,FUTCUR,27-Jul-17,-,-,64.5075,64.58,64.5075,64.5475,64.5475,"1,008,082","544,358","351,399"
17-Jul-17,FUTCUR,27-Jul-17,-,-,64.425,64.4875,64.4,64.4525,64.4525,"1,070,476","615,093","396,436"
18-Jul-17,FUTCUR,27-Jul-17,-,-,64.3975,64.4475,64.39,64.4175,64.4175,"1,048,635","569,090","366,584"
19-Jul-17,FUTCUR,27-Jul-17,-,-,64.445,64.445,64.3575,64.38,64.38,"1,012,401","471,076","303,367"
20-Jul-17,FUTCUR,27-Jul-17,-,-,64.38,64.515,64.37,64.48,64.48,"987,101","724,187","466,827"
21-Jul-17,FUTCUR,27-Jul-17,-,-,64.43,64.44,64.3325,64.3625,64.3625,"962,663","561,718","361,602"
24-Jul-17,FUTCUR,27-Jul-17,-,-,64.4775,64.4975,64.35,64.37,64.37,"850,011","630,168","406,013"
25-Jul-17,FUTCUR,27-Jul-17,-,-,64.4325,64.4575,64.3775,64.415,64.415,"744,496","702,224","452,340"
26-Jul-17,FUTCUR,27-Jul-17,-,-,64.45,64.485,64.375,64.39,64.39,"547,665","701,876","452,209"
27-Jul-17,FUTCUR,27-Jul-17,-,-,64.135,64.2575,64.0525,64.1275,64.1216,"342,106","629,539","403,751"
28-Jul-17,FUTCUR,29-Aug-17,-,-,64.45,64.4725,64.34,64.4,64.4,"1,296,458","719,373","463,262"
31-Jul-17,FUTCUR,29-Aug-17,-,-,64.395,64.445,64.26,64.4075,64.4075,"1,452,769","938,860","604,114"
01-Aug-17,FUTCUR,29-Aug-17,-,-,64.3675,64.3675,64.25,64.2825,64.2825,"1,594,234","829,823","533,490"
02-Aug-17,FUTCUR,29-Aug-17,-,-,64.3025,64.3325,63.8,63.8525,63.8525,"1,706,981","1,762,659","1,128,697"
03-Aug-17,FUTCUR,29-Aug-17,-,-,63.945,63.945,63.7425,63.88,63.88,"1,702,262","820,476","523,646"
04-Aug-17,FUTCUR,29-Aug-17,-,-,63.8475,63.9025,63.7575,63.7825,63.7825,"1,641,885","734,280","468,779"
07-Aug-17,FUTCUR,29-Aug-17,-,-,63.8725,64.02,63.82,63.9875,63.9875,"1,539,910","742,419","474,565"
08-Aug-17,FUTCUR,29-Aug-17,-,-,63.95,63.9525,63.78,63.7975,63.7975,"1,425,453","711,768","454,644"
09-Aug-17,FUTCUR,29-Aug-17,-,-,63.925,64.0125,63.8675,63.9875,63.9875,"1,315,697","809,437","517,621"
10-Aug-17,FUTCUR,29-Aug-17,-,-,64.1,64.22,64.0125,64.165,64.165,"1,129,426","1,190,825","763,628"
11-Aug-17,FUTCUR,29-Aug-17,-,-,64.3675,64.39,64.23,64.2625,64.2625,"1,116,806","953,713","613,292"
14-Aug-17,FUTCUR,29-Aug-17,-,-,64.14,64.24,64.025,64.225,64.225,"1,089,515","822,429","527,550"
16-Aug-17,FUTCUR,29-Aug-17,-,-,64.35,64.41,64.215,64.2325,64.2325,"1,032,241","904,342","581,527"
18-Aug-17,FUTCUR,29-Aug-17,-,-,64.2975,64.2975,64.1475,64.2125,64.2125,"933,513","830,582","533,166"
21-Aug-17,FUTCUR,29-Aug-17,-,-,64.1075,64.2075,64.06,64.19,64.19,"978,667","841,571","539,725"
22-Aug-17,FUTCUR,29-Aug-17,-,-,64.1375,64.2,64.09,64.165,64.165,"964,326","521,249","334,374"
23-Aug-17,FUTCUR,29-Aug-17,-,-,64.0975,64.1625,64.065,64.1275,64.1275,"993,447","485,600","311,388"
24-Aug-17,FUTCUR,29-Aug-17,-,-,64.0525,64.0925,64.0225,64.0325,64.0325,"932,788","621,821","398,338"
28-Aug-17,FUTCUR,29-Aug-17,-,-,63.935,63.935,63.8125,63.91,63.91,"756,016","805,666","514,709"
29-Aug-17,FUTCUR,29-Aug-17,-,-,63.88,64.1525,63.88,64.0075,64.0174,"618,390","458,519","293,259"
30-Aug-17,FUTCUR,27-Sep-17,-,-,64.125,64.2,64.065,64.185,64.185,"1,551,943","771,978","495,102"
31-Aug-17,FUTCUR,27-Sep-17,-,-,64.19,64.2275,64.06,64.0825,64.0825,"1,531,424","647,898","415,573"
01-Sep-17,FUTCUR,27-Sep-17,-,-,64.1475,64.21,64.0375,64.1925,64.1925,"1,595,116","730,901","468,872"
04-Sep-17,FUTCUR,27-Sep-17,-,-,64.09,64.3375,64.0475,64.22,64.22,"1,653,155","871,619","559,678"
05-Sep-17,FUTCUR,27-Sep-17,-,-,64.27,64.3075,64.205,64.2775,64.2775,"1,685,877","593,620","381,502"
06-Sep-17,FUTCUR,27-Sep-17,-,-,64.38,64.41,64.245,64.265,64.265,"1,536,427","936,665","602,476"
07-Sep-17,FUTCUR,27-Sep-17,-,-,64.1975,64.2075,64.0875,64.1525,64.1525,"1,612,796","1,037,484","665,486"
08-Sep-17,FUTCUR,27-Sep-17,-,-,63.9975,64.0775,63.8925,63.92,63.92,"1,409,810","1,407,323","900,583"
11-Sep-17,FUTCUR,27-Sep-17,-,-,63.965,64.0425,63.9475,64.035,64.035,"1,315,557","647,571","414,368"
12-Sep-17,FUTCUR,27-Sep-17,-,-,64.07,64.1575,64.045,64.15,64.15,"1,258,532","705,487","452,208"
13-Sep-17,FUTCUR,27-Sep-17,-,-,64.095,64.125,64.055,64.09,64.09,"1,185,742","556,419","356,614"
14-Sep-17,FUTCUR,27-Sep-17,-,-,64.2025,64.255,64.135,64.185,64.185,"1,067,377","851,790","546,649"
15-Sep-17,FUTCUR,27-Sep-17,-,-,64.2225,64.23,64.1125,64.175,64.175,"965,945","773,582","496,376"
18-Sep-17,FUTCUR,27-Sep-17,-,-,64.1625,64.215,64.07,64.1925,64.1925,"904,355","864,609","554,489"
19-Sep-17,FUTCUR,27-Sep-17,-,-,64.235,64.415,64.195,64.3925,64.3925,"891,909","1,050,300","675,244"
20-Sep-17,FUTCUR,27-Sep-17,-,-,64.315,64.5025,64.31,64.3425,64.3425,"936,920","984,388","633,818"
21-Sep-17,FUTCUR,27-Sep-17,-,-,64.5225,64.9025,64.4025,64.8475,64.8475,"1,096,739","2,804,612","1,814,512"
22-Sep-17,FUTCUR,27-Sep-17,-,-,65.035,65.215,64.765,64.835,64.835,"1,471,423","3,049,706","1,981,666"
25-Sep-17,FUTCUR,27-Sep-17,-,-,64.88,65.2,64.75,65.1725,65.1725,"1,422,164","1,537,863","998,955"
26-Sep-17,FUTCUR,27-Sep-17,-,-,65.205,65.47,65.165,65.43,65.43,"1,471,801","2,085,687","1,363,044"
27-Sep-17,FUTCUR,27-Sep-17,-,-,65.3875,65.7225,65.3475,65.6925,65.6947,"1,255,305","1,047,256","686,526"
28-Sep-17,FUTCUR,27-Oct-17,-,-,65.96,66.125,65.7125,65.7375,65.7375,"1,722,250","1,830,966","1,207,008"
29-Sep-17,FUTCUR,27-Oct-17,-,-,65.61,65.6775,65.4575,65.51,65.51,"1,905,622","1,681,843","1,102,755"
03-Oct-17,FUTCUR,27-Oct-17,-,-,65.7825,65.9,65.68,65.7075,65.7075,"1,858,374","1,293,856","851,035"
04-Oct-17,FUTCUR,27-Oct-17,-,-,65.605,65.61,65.1525,65.1925,65.1925,"1,814,638","1,817,617","1,188,911"
05-Oct-17,FUTCUR,27-Oct-17,-,-,65.32,65.375,65.1375,65.295,65.295,"1,744,765","1,429,966","933,230"
06-Oct-17,FUTCUR,27-Oct-17,-,-,65.3725,65.58,65.3725,65.5525,65.5525,"1,889,538","1,302,043","852,430"
09-Oct-17,FUTCUR,27-Oct-17,-,-,65.555,65.6,65.4425,65.545,65.545,"1,859,973","1,036,037","678,701"
10-Oct-17,FUTCUR,27-Oct-17,-,-,65.48,65.55,65.3725,65.425,65.425,"1,680,361","1,439,635","942,210"
11-Oct-17,FUTCUR,27-Oct-17,-,-,65.43,65.4725,65.265,65.2875,65.2875,"1,590,269","1,240,517","811,100"
12-Oct-17,FUTCUR,27-Oct-17,-,-,65.3475,65.3475,65.1625,65.2225,65.2225,"1,571,916","959,243","625,641"
13-Oct-17,FUTCUR,27-Oct-17,-,-,65.0775,65.095,64.9625,65.0275,65.0275,"1,670,371","1,391,976","904,972"
16-Oct-17,FUTCUR,27-Oct-17,-,-,64.815,64.865,64.7675,64.8075,64.8075,"1,824,871","1,027,722","666,165"
17-Oct-17,FUTCUR,27-Oct-17,-,-,64.9225,65.0875,64.8425,65.045,65.045,"1,862,882","1,022,739","664,440"
18-Oct-17,FUTCUR,27-Oct-17,-,-,64.9825,65.2,64.95,65.105,65.105,"1,866,434","935,660","609,147"
